shift	cross.corr	file
100	0.04004480119490271	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
101	0.03940369641297254	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
102	0.03853334861555466	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
103	0.03790418592996434	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
104	0.03678300529097701	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
105	0.03656064878557539	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
106	0.03545412271040704	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
107	0.03503805652247368	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
108	0.03457363500901709	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
109	0.03360628158243095	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
110	0.033254213366689434	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
111	0.03237306139434856	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
112	0.03151955371069604	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
113	0.031131318255128618	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
114	0.030801556868063414	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
115	0.03013163232798999	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
116	0.029633766189280566	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
117	0.02849385839302189	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
118	0.028136536122225973	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
119	0.028071195908340705	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
120	0.027641512212248785	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
121	0.026734089760877558	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
122	0.02629079630455684	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
123	0.025745939763891883	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
124	0.025092985491062172	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
125	0.024660521063309012	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
126	0.02387600275887357	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
127	0.023275207381310236	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
128	0.022964923164323008	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
129	0.022358788781149278	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
130	0.02172657815685252	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
131	0.021292653605274662	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
132	0.021375200638997702	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
133	0.020666803156088476	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
134	0.0204942851644011	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
135	0.01957540457576618	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
136	0.019154732501432053	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
137	0.018872666667829722	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
138	0.018489610691106842	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
139	0.017888362773560377	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
140	0.017272429182038848	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
141	0.017388802354589707	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
142	0.017096468519686343	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
143	0.016920523516012646	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
144	0.016242401853089554	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
145	0.01613399872939146	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
146	0.015708344700095345	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
147	0.015851591696148096	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
148	0.015559200686125834	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
149	0.015204862478422407	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
150	0.014784075138969956	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
151	0.014484533838949905	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
152	0.014180211419650875	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
153	0.014241333593721093	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
154	0.013865507531453618	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
155	0.013639309701562326	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
156	0.013691933955739633	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
157	0.013610051655750778	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
158	0.01336634611207076	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
159	0.013213261615150523	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
160	0.012933022667155345	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
161	0.013052692225070488	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
162	0.012626037681749733	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
163	0.012305871512709525	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
164	0.011939672996747712	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
165	0.011776372480862373	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
166	0.01147229347236169	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
167	0.011141921082346079	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
168	0.010950163854196717	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
169	0.010582137583188718	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
170	0.010256023976332457	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
171	0.01020279231025067	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
172	0.009911432075708325	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
173	0.00968839662566799	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
174	0.009349406371771521	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
175	0.009189969468141598	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
176	0.009006110629396984	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
177	0.008790668162666508	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
178	0.00852160374167449	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
179	0.008312856694637154	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
180	0.008046953081250658	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
181	0.00791244883253251	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
182	0.00781363471998703	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
183	0.007547843340963998	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
184	0.007420136895007141	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
185	0.007438804509306789	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
186	0.0072466949015728655	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
187	0.007175029327347386	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
188	0.007147727988485466	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
189	0.0069941581370658095	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
190	0.006857702816648118	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
191	0.006760067193060009	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
192	0.006546319432235975	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
193	0.006580651155657561	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
194	0.006612888365648542	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
195	0.006456752096078361	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
196	0.00630387943079002	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
197	0.006340816357867644	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
198	0.006389705716133207	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
199	0.0063692741534146615	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
200	0.006261886035150813	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
201	0.006298901877605944	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
202	0.006340326148166625	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
203	0.00636004865332534	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
204	0.006405705542746951	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
205	0.006605838265561078	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
206	0.006773109506691491	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
207	0.006767024661265453	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
208	0.006801847832834669	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
209	0.006892674089338668	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
210	0.0070243332389996055	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
211	0.007239004572386026	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
212	0.0073004999742822445	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
213	0.00746562966838653	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
214	0.007603332620372603	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
215	0.00782251324913907	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
216	0.00784040083074209	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
217	0.008107634973865043	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
218	0.008164320172728829	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
219	0.008302874842274684	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
220	0.008395276981105005	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
221	0.008556620475462049	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
222	0.008838795442569445	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
223	0.008960024801425725	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
224	0.009235426715143642	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
225	0.009124560950028072	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
226	0.009513045417936569	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
227	0.009467159695455965	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
228	0.009969635238252058	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
229	0.009844495299391392	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
230	0.01046135706214545	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
231	0.01024763168555326	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
232	0.01054620032549211	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
233	0.010532801675434687	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
234	0.010893948644267909	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
235	0.010727999424395479	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
236	0.010801636266239398	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
237	0.010904865717399334	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
238	0.01128869979670337	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
239	0.011637823360221882	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
240	0.011354474498233022	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
241	0.01143020530706198	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
242	0.011336661699107842	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
243	0.011650452701027951	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
244	0.01164825235268362	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
245	0.01182850451930933	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
246	0.01173010115833532	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
247	0.011958628940969919	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
248	0.012044025598535978	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
249	0.012039023653685532	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
250	0.011915694536541389	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
251	0.01213664202842619	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
252	0.012291000251625682	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
253	0.0123947943364562	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
254	0.01208066542440706	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
255	0.012343347450550535	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
256	0.012483705152968434	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
257	0.012706687986232737	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
258	0.012305269772723495	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
259	0.012516021022761543	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
260	0.01217328932871649	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
261	0.012358981878924492	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
262	0.01212228474301626	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
263	0.012191825155350621	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
264	0.012483617901743401	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
265	0.012502686894734959	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
266	0.012570224621726104	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
267	0.011879728009316127	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
268	0.012238019283363866	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
269	0.011875733746003744	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
270	0.01218524743286721	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
271	0.011844837417841416	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
272	0.011896178961681313	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
273	0.0120443769918466	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
274	0.01210636787097411	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
275	0.011905608094660356	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
276	0.011397760244512672	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
277	0.011414409700929131	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
278	0.011260937785710957	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
279	0.011449424563710743	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
280	0.011344391900175109	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
281	0.011356606431088809	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
282	0.011118860591584663	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
283	0.010907198009725531	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
284	0.01102670368866834	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
285	0.010851368340197265	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
286	0.010742902172247559	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
287	0.010219425475259912	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
288	0.010382400456284427	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
289	0.010300115842406735	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
290	0.010278166801412999	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
291	0.010115204214034538	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
292	0.010068151684624773	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
293	0.010008185293679315	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
294	0.009770256464028617	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
295	0.009617500692839056	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
296	0.009549865954178631	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
297	0.009422589620228286	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
298	0.009319041555331203	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
299	0.00942934902092144	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
300	0.009001127350709813	MeDIPseq-NOKS-akata-CaFBS-hmC-rep1
1	0.004325887839649482	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
2	0.004303267168522417	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
3	0.004457233741701904	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
4	0.0043957978039056555	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
5	0.00435999267260867	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
6	0.004371981288574386	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
7	0.004343636407496968	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
8	0.004409085182245748	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
9	0.004336631299389803	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
10	0.0043289785773335775	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
11	0.0044050236950728796	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
12	0.004380288095808404	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
13	0.004450592125368123	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
14	0.004510925586150197	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
15	0.004414510985111318	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
16	0.004500360749503542	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
17	0.0045094787038246886	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
18	0.00458182846221677	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
19	0.004637122106199991	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
20	0.004708114769271527	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
21	0.004820877318334395	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
22	0.004860433392474209	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
23	0.00504030854521956	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
24	0.005101859442436335	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
25	0.005192101004306431	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
26	0.005178087250150977	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
27	0.005292993047149263	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
28	0.005462014766306049	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
29	0.005592815486462752	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
30	0.005679862099947942	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
31	0.005850405217314789	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
32	0.006070766986033933	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
33	0.006245179281209085	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
34	0.006225502721638315	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
35	0.006386919888708738	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
36	0.0065515164619215395	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
37	0.006629231951137751	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
38	0.006657103940948365	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
39	0.0067107978768239825	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
40	0.006933376630107067	MeDIPseq-NOKS-akata-CaFBS-hmC-rep2
