symbol	log2FoldChange	stat	padj	expected_count.none	TPM.none	FPKM.none	expected_count.MC	TPM.MC	FPKM.MC
SLC25A5	0.7678211590735204	4.627417799534879	2.0109950016161343e-5	2868	226.175	170.76	3474	211.29000000000002	180.20999999999998
CCDC109B	-0.634456939877406	-1.6843938538839442	0.15892491613473592	176	12.765	9.635	82	4.54	3.875
POLR2J	0.5185352516610655	2.163274003967044	0.06261789699789361	243	29.875	22.555	250	21.955	18.735
DHX33	-0.8224661671261801	-4.222616910889493	1.1061077049286996e-4	453	8.74	6.595000000000001	183	2.63	2.245
THSD7A	0.5701652372032473	0.2985289017790104	0.83172886029948645	1	0.015	0.01	1	0.015	0.01
LIG3	-0.857222198072831	-3.9576867756489436	3.1264155494958466e-4	582	19.015	14.36	230	5.865	5
RPAP3	0.35954836190315387	1.48065461598312	0.22233234103891614	379	25.655	19.375	353	14.120000000000001	12.05
ACSM3	-1.4047969829871532	-1.314550417522777	0.28444280352634155	12	0.61	0.46499999999999997	3	0.125	0.11
AC004381.6	-2.1657888636826423	-3.7155379710735006	7.585309289564778e-4	79	2.5	1.8849999999999998	13	0.29000000000000004	0.25
CIAPIN1	0.9474253068887583	3.259161448143061	0.0035282755025372687	335	13.255	10.004999999999999	459	13.600000000000001	11.6
AC004410.1	-0.9559968786500967	-2.48266277793816	0.030444139879932105	116	4.255	3.21	42	1.22	1.04
KIAA1539	1.7499778528226582	5.56673296805018	2.0614155046499197e-7	351	13.3	10.035	831	22.869999999999997	19.505000000000003
MSL3	0.33355326292636805	1.811899798918217	0.12651943072386185	433	27.45	20.72	393	21.75	18.555
CREBBP	-0.5356786006926166	-1.526083983352153	0.20697775671210558	884	7.215	5.445	426	2.715	2.315
C2orf3	-0.7888166551410206	-2.532305186523707	0.026971424007916075	247	11.09	8.375	105	3.385	2.8899999999999997
WDR54	-1.5051818643910955	-6.489854942637693	1.0225269605852765e-9	504	48.675	36.745000000000005	125	8.85	7.545
CROT	0.2763158852656287	0.803937068785547	0.5329794581034544	299	15.74	11.885	260	8.345	7.12
ABCB4	-1.4286364214672567	-1.0383277967884783	0.40860342306029845	7	0.825	0.625	2	0.115	0.1
MLL5	-0.12823226869336474	-0.780409301771652	0.5455611871233813	1404	49.35	37.254999999999995	920	21.725	18.53
RHBDD2	0.9496346431159562	3.5838505189997747	0.0012057137982262648	116	10.795	8.155	161	11.91	10.17
IBTK	-0.8424429523057573	-4.553843159702187	2.7599422174384794e-5	1585	31.845	24.035	631	9.36	7.984999999999999
ZNF195	-0.26192754667292373	-1.0637295400895481	0.3960062357938371	335	24.119999999999997	18.205	196	10.120000000000001	8.629999999999999
MYCBP2	0.2292964374716092	1.3823697822660201	0.2574253211103898	2713	40.485	30.564999999999998	2241	27.87	23.77
FBXL3	0.7989389042411197	4.0920607669704365	1.8530953010306776e-4	776	25.69	19.395	961	23.685000000000002	20.2
ITGAL	-1.3699739590380984	-1.0837170481696687	0.3864306929756616	9	0.16499999999999998	0.125	2	0.035	0.03
PDK2	1.1082310520195713	2.0863975153881533	0.07367179900580949	85	7.715	5.825	126	10.885	9.28
ITGA3	-2.8848399062309475	-12.563073365658889	3.992506622679691e-34	12486	425.45000000000005	321.11	1215	37.03	31.595
ZFX	0.12190048799106436	0.7472235801862708	0.564253644899406	834	25.68	19.39	649	14.620000000000001	12.469999999999999
LAMP2	0.848249938113726	5.028404336700604	3.1533825732239063e-6	1976	73.22	55.269999999999996	2554	77.625	66.225
GGNBP2	0.013066794402337874	0.0703246391710827	0.9617669617965131	1122	36.01	27.18	823	19.485	16.625
ASB4	-1.6177781227449064	-3.9887599580069866	2.774210482543221e-4	322	7.135	5.385	74	1.255	1.0699999999999998
GDE1	1.1751258787234422	6.5083017879453635	9.093120753439362e-10	905	26.335	19.88	1467	31.689999999999998	27.035
C19orf60	0.15858157605488024	0.5252958444426775	0.6946286529261474	101	10.385	7.84	80	6.22	5.305
CRLF1	-1.6565280166367122	-1.6621304904830347	0.16526286244563632	30	1.46	1.105	6	0.25	0.215
OSBPL7	-1.362751585173593	-2.1649118406906434	0.06241651609783252	72	1.7799999999999998	1.345	21	0.37	0.315
TMEM98	-2.1249818963037095	-3.6571379719604646	9.33193812635319e-4	62	4.18	3.16	10	0.515	0.44000000000000006
KRT33A	3.2294629955992145	3.0168211014889117	0.0073188479382913455	2	0.195	0.14500000000000002	17	0.8600000000000001	0.735
MAP3K14	-2.032620865105471	-4.631883558198279	1.97146373906748e-5	95	2.04	1.54	16	0.24000000000000002	0.20500000000000002
SYNRG	0.2986147434005029	1.1229786291157537	0.3686584741077584	445	10.145	7.66	388	7.425000000000001	6.33
TMEM132A	0.16195176192849256	0.6271362192272008	0.6360589353799004	587	38	28.675	466	26.615000000000002	22.7
AP2B1	-2.075783944214795	-13.37196529916944	1.4582732346924365e-38	4957	96.765	73.045	842	12.29	10.48
ZNF263	0.37886835433844535	1.0029801320576455	0.4263888464629807	377	9.665	7.295	348	6.890000000000001	5.875
SPATA20	-2.2925981409408056	-5.680984095493427	1.1225684207799994e-7	422	29.955	22.6	63	2.985	2.55
CACNA1G	-2.006853736463747	-1.773575091669354	0.13554949239128702	14	0.855	0.65	3	0.125	0.10500000000000001
TNFRSF12A	-1.4555604649360216	-3.5600064549047277	0.0013089252973250884	926	79.455	59.995000000000005	236	15.475	13.195
MAP3K9	0.847902436475268	2.7348778250089723	0.01599400049491074	265	5.12	3.87	341	5.45	4.65
RALA	0.7897996349146772	4.568491217725613	2.5962209308588907e-5	672	38.965	29.415	835	43.775	37.34
AC093799.1	-0.2255440278633022	-1.2802001255472735	0.29843054442124145	1184	71.22	53.76	721	32.605000000000004	27.81
JHDM1D	0.2868158517072266	0.8188553919912906	0.524460475575365	815	17.83	13.455	703	13.325	11.370000000000001
ETV1	-2.9041430575444864	-1.8389442583509694	0.12042338779263474	11	0.28500000000000003	0.21999999999999997	1	0.060000000000000005	0.055
AGK	-0.05794956024024184	-0.25249464410339767	0.8596238837660928	514	27.314999999999998	20.625	357	15.015	12.805
TTC22	3.3483806885182514	12.456713382726782	1.4683640042393224e-33	113	3.135	2.37	798	18.32	15.615
PHTF2	-0.540558155709104	-2.603827208042113	0.022598835246793278	835	24.265	18.32	410	9.17	7.82
FARP2	0.9844540512129091	3.786640664178101	5.885477589936681e-4	209	21.805	16.465	299	24.82	21.175
GGCT	1.8602685820010434	6.20394793624299	5.766465746148012e-9	491	40.95	30.93	1265	80.31	68.49000000000001
DBF4	-1.3382689652965023	-4.473451153163192	3.905178717253085e-5	417	21.979999999999997	16.6	118	4.645	3.965
TBXA2R	-1.046714432733091	-1.1833050483301655	0.3406148494091743	15	0.495	0.37	5	0.13	0.11
IFRD1	-0.302948439850932	-1.7819456893568468	0.13348998062546472	776	49.980000000000004	37.730000000000004	449	24.130000000000003	20.58
COX10	-0.10809954997093116	-0.4864595249361039	0.7168582504066376	251	14.105	10.645	166	7.41	6.3149999999999995
GTF2IRD1	0.904328626364814	2.539635682904874	0.02650883246939901	447	14.83	11.195	599	17.22	14.685
PAF1	1.6520785451622735	6.644469791561088	3.816140333089971e-10	409	19.990000000000002	15.095	927	32.715	27.915
VPS41	0.7828248336787873	4.818411856637825	8.464787623895043e-6	776	43.525	32.855000000000004	954	38.769999999999996	33.065
ARHGAP44	-1.1020917644428694	-1.3526399621831489	0.26919015431738713	17	0.38	0.28500000000000003	6	0.11	0.095
ELAC2	0.5193371187715238	2.8870624048077804	0.010587600295755978	571	26.185000000000002	19.77	587	21.075000000000003	17.98
SCIN	-2.4446423227318093	-2.7562408850755307	0.015110467385553323	19	1.1	0.8300000000000001	2	0.14500000000000002	0.125
ARSD	-0.744149978727588	-1.730470531071011	0.1466261481541468	83	4.225	3.19	35	1.33	1.14
PNPLA4	0.033415169460463204	0.14731598382018424	0.9190014342084164	281	17.665	13.335	203	12.615	10.754999999999999
ADIPOR2	0.3128699422013356	1.8870498106653881	0.10974909098923033	1491	54.495	41.144999999999996	1324	38.315	32.68
CDKL3	-0.9086052993805293	-2.9209599016582706	0.009639821482539113	390	24.995	18.865	148	6.845000000000001	5.84
UPP2	-1.6704623885666559	-1.6240685055406767	0.17633442229909208	14	0.565	0.43000000000000005	4	0.105	0.09
MARK4	-0.26402938339555576	-0.5823287370027201	0.6605492212333225	473	17.615	13.295	277	8.594999999999999	7.335
CCDC124	0.019765224942222333	0.07210759882909783	0.9608545179325454	233	20.98	15.84	170	11.3	9.64
CEACAM21	-0.3055839406466278	-0.23501859222173627	0.86950969295083	6	1.385	1.045	3	0.655	0.5549999999999999
PAFAH1B1	0.8061609122145929	3.850861888939249	4.648384791064678e-4	2193	70.78	53.43	2787	67.285	57.415
DNAH9	-1.532029158738699	-1.1228305695250105	0.36866684463120314	11	0.265	0.195	2	0.04	0.03
KIAA0100	0.8458307952538681	3.953710337906899	3.171431198464822e-4	2786	32.975	24.905	3567	31.82	27.14
GAS7	2.3155129050867465	1.8052686953168045	0.12807657976803494	2	0.045	0.034999999999999996	6	0.22499999999999998	0.185
TRAPPC6A	-1.6022824517923295	-2.982192945611679	0.008097624956578914	55	6.225	4.7	13	1.1	0.935
ST7L	-0.157947435358308	-0.737391735818195	0.5696821020492907	295	22.89	17.285	188	13.114999999999998	11.18
PAX6	0.1833501329163749	0.30503857229037024	0.827865485166274	20	0.29500000000000004	0.22499999999999998	16	0.18	0.155
RPUSD1	1.765139977939391	6.213241264680333	5.4824130509841e-9	107	4.48	3.38	257	8.145	6.95
RHBDF1	-0.0037915013175102243	-0.011947253943890594	0.993345872544927	302	15.59	11.77	218	10.61	9.045
LUC7L	-0.4158219553064155	-1.9537111413637396	0.09639078226044183	583	35.595	26.865000000000002	314	13.785	11.76
CACNA2D2	-1.2341583881513005	-0.926522027007299	0.4671716863148322	9	0.275	0.21	2	0.07500000000000001	0.065
BAIAP3	-1.1791066837035142	-1.0713073824927328	0.3923842663961757	15	0.29000000000000004	0.22	5	0.075	0.065
C16orf42	0.6020651885346763	2.0674986348823436	0.07674659366619124	306	21.535	16.25	335	17.395	14.844999999999999
PIGQ	-0.06975029182529856	-0.2582706864710534	0.8566885511192878	166	9.085	6.859999999999999	112	5.115	4.359999999999999
CRAMP1L	-0.534392815249189	-1.8069031246662133	0.12770334907949665	351	6.225	4.699999999999999	175	2.29	1.9499999999999997
TEAD3	1.4646841352862663	4.108931474500015	1.7346384239897558e-4	226	9.62	7.26	441	15.085	12.870000000000001
DNAJC11	0.8722206805293954	3.412171849687434	0.0021517729397631403	432	32.714999999999996	24.705	575	30.565	26.075000000000003
FMO3	-2.202065239858986	-1.3540362436670186	0.2686911056947929	7	0.67	0.51	1	0.15	0.13
MYLIP	1.226967955795211	1.94929030578132	0.09723009738993957	51	2.025	1.525	78	2.5100000000000002	2.13
NOX1	-0.9533396600822724	-0.7262689594923941	0.5762352275267365	5	0.435	0.325	2	0.175	0.15
E2F2	1.439778307391522	2.444379541337383	0.033366625801218845	23	0.5700000000000001	0.43	44	1.06	0.8999999999999999
PSMB1	1.351113517132787	5.481214785704675	3.246014008218453e-7	945	72.33	54.63	1734	91.55	78.095
SYN1	-4.84309886844393	-2.280630323709658	0.048573482523152176	7	0.2	0.15500000000000003	0	0	0
JARID2	0.7834286004062956	3.401414813666186	0.0022265961620359315	1226	22.725	17.15	1501	23.505	20.05
CDKL5	0.461323801009595	1.1981207194417571	0.33411964422357593	222	6.455	4.87	220	5.289999999999999	4.515000000000001
CAMK1G	-2.516440732937827	-2.375965020713886	0.03919107750831701	23	0.8200000000000001	0.615	3	0.08	0.07
CDK11A	0.4909357974822855	1.6834472793995403	0.1592059998276018	337	24.115000000000002	18.21	340	20.270000000000003	17.295
NADK	1.065610157207001	5.1695064510821975	1.5924376553607182e-6	311	17.365000000000002	13.11	463	21.205	18.09
DLEC1	0.7398292036817798	0.9701892702952073	0.4435341239254489	13	0.45499999999999996	0.345	16	0.265	0.22999999999999998
CYTH3	-0.6454907983721035	-2.934466897383295	0.009286603681703472	820	35.239999999999995	26.61	377	13.515	11.530000000000001
ADAM22	-2.7672684041653444	-3.7722178672739837	6.197303910713981e-4	47	0.7150000000000001	0.54	5	0.03	0.025
SYPL1	0.4772528351608475	2.554177243146914	0.025595675609888863	1809	105.025	79.275	1796	92.4	78.805
CYB561	1.5055697966008845	6.68251851744274	2.975898192178746e-10	139	4.865	3.675	282	7.51	6.41
SPAG9	0.7232586137502336	4.348389014259422	6.597737950052945e-5	2892	100.355	75.74000000000001	3438	93.125	79.455
CELSR3	-1.367174551284763	-2.761983557013821	0.014891395551176316	489	3.8449999999999998	2.9	134	0.77	0.655
AASS	-2.369752345297765	-9.748561522569025	7.695358485238827e-21	585	16.895000000000003	12.754999999999999	81	1.6949999999999998	1.4449999999999998
PLEKHG6	-1.2397286250966248	-2.2231818492309467	0.05505442432489115	47	2.975	2.25	14	0.535	0.45499999999999996
SS18L2	0.9678582598623126	2.2981886832136187	0.04675382751766779	76	8.615	6.5	107	8.495	7.245
MPND	0.9630578176452609	2.4993724474284145	0.029214441252007162	47	2.67	2.02	64	2.755	2.355
MGST1	2.3994259170508196	11.946389251640538	6.369915869070588e-31	1620	221.325	167.08499999999998	6093	657.31	560.55
CRY1	0.7234908554642873	1.5385188328659025	0.20273934603442864	163	5.109999999999999	3.8550000000000004	195	5.71	4.875
NFIX	-2.374454476257747	-2.4597365194838754	0.0321682299601634	21	0.565	0.42000000000000004	3	0.055	0.045000000000000005
ST3GAL1	-1.5383116624003725	-4.73563501642246	1.2390444620723277e-5	591	17.775	13.415	149	3.59	3.06
MMP25	-0.6205877910255326	-0.5498456337776703	0.6799958349545498	9	0.29000000000000004	0.22	4	0.12000000000000001	0.1
IL32	-1.3075572687523156	-2.2321840073164845	0.053972927338187024	97	9.335	7.045	29	2	1.705
PKD1	-1.3773840632554595	-4.61134078438578	2.154569376928267e-5	1448	31.855	24.04	379	7.23	6.16
MAPK8IP2	6.36305161295812	3.4626269694883542	0.0018220424974343436	0	0.03	0.02	30	0.655	0.56
MED24	-0.15958646644830865	-0.6821348326910006	0.6033046884848345	477	21.27	16.06	305	8.675	7.4
RHOBTB2	-3.623567680116677	-10.623162192640784	1.2557559450788115e-24	407	12.77	9.64	23	0.5	0.425
HEATR5B	1.1156266972622062	6.984422945876102	4.1546195551161786e-11	657	14.98	11.309999999999999	1029	15.940000000000001	13.594999999999999
SEC62	0.4346828392880879	2.123736470435547	0.06825279365653357	1002	60.120000000000005	45.375	981	55.315	47.2
RPS20	0.7705184487276062	3.768033070068821	6.288444196123412e-4	10604	2153.245	1625.4050000000002	12808	1982.9099999999999	1691.045
CSDE1	0.8363982514357992	4.656576891851941	1.7686405067161054e-5	10281	543.0550000000001	409.895	13102	518.675	442.46000000000004
UBE3C	0.36580851962689626	2.2744485253303006	0.04923348423122986	1737	76.55	57.79	1606	51.535	43.97
REV3L	-0.864017055935767	-5.43539397038379	4.1119283975615896e-7	1551	39.144999999999996	29.545	615	11.875	10.129999999999999
ODZ1	3.1537980391261726	1.199378720925846	0.3335939690563319	1	0.005	0.005	5	0.03	0.025
MASP2	-0.8441158758444619	-1.7983667381258541	0.12975519235115796	57	2.05	1.545	23	0.605	0.515
IYD	-0.8936554255797304	-2.273138164469643	0.0493893051946747	111	1.2349999999999999	0.9299999999999999	42	0.5	0.43
FAM76A	0.9191733985219774	2.884516239206476	0.010653267220555778	145	10.344999999999999	7.8100000000000005	199	10.745000000000001	9.170000000000002
TRAF3IP3	0.4429945843544451	0.9789925608384059	0.43910149530811987	105	5.220000000000001	3.9349999999999996	109	4.6899999999999995	4.005
POMT2	-0.7624820851109403	-3.0674257828775326	0.006311552450208434	237	4.29	3.24	100	1.42	1.205
VTA1	1.178062018554959	4.471780727399142	3.93078935504113e-5	755	36.75	27.75	1226	46.75	39.885
MLXIPL	-1.2445624445743968	-1.0933914246473917	0.38219191531182667	11	0.595	0.45	3	0.135	0.115
BAZ1B	-0.3472379607296741	-1.685239249111524	0.15868886884414907	1898	29.325	22.134999999999998	1072	11.785	10.055
RANBP9	1.323724775679895	7.093313326512464	1.9816780279619787e-11	820	32.019999999999996	24.17	1456	46.2	39.405
C1orf124	1.269978455704284	3.8550621491057795	4.5738468558659495e-4	222	11.055	8.35	382	14.86	12.68
METTL13	0.5788982195526814	2.7648226592484293	0.014776887245070819	241	11.495000000000001	8.68	256	8.74	7.45
DYRK4	-0.012339824417782983	-0.044119067096786854	0.9766018819039539	204	25.185000000000002	19.015	146	11.34	9.68
ZNF207	0.9448963448759569	5.699867342373358	1.0130619562669634e-7	2609	74.805	56.475	3595	105.37	89.88499999999999
UQCRC1	0.15645384514712837	0.8189486505364846	0.5244414506952632	2529	228.28500000000003	172.34	1974	147.07	125.39500000000001
STARD3NL	-0.48111789429586826	-1.7845780907255826	0.13294433581675236	306	19.735	14.895	158	6.515	5.5600000000000005
CD9	2.6670481029957513	19.851129165808523	1.7106749053460033e-84	1495	130.985	98.9	6796	430.56	367.265
NCAPD2	-2.035172159914646	-8.731559337037448	7.172330975383984e-17	1891	109.67500000000001	82.815	328	14.94	12.74
IFFO1	-0.9549725009111542	-1.1966164006555777	0.33472373134577016	37	1.455	1.1	13	0.29500000000000004	0.25
GIPR	2.103074969174613	1.1640984356908137	0.34950385813867985	1	0.05	0.04	3	0.11499999999999999	0.1
PHF7	-2.5608577210651515	-5.51999228982413	2.647415050362391e-7	129	14.025	10.59	15	1.69	1.445
SEMA3G	-0.933782652955713	-0.6423923206857012	0.6269005822227136	7	0.225	0.165	3	0.035	0.030000000000000002
NISCH	-0.826810713556101	-4.09680742315491	1.8189965548312472e-4	812	46.815	35.335	323	15.76	13.435
FUZ	-0.7318508759106012	-1.5990306289604665	0.18411699682225582	80	8.775	6.625	35	2.73	2.33
SLC6A13	-0.056006022400999	-0.028155331816752987	0.9845459281546598	2	0.305	0.235	1	0.175	0.15
IDS	1.22999387819611	4.348187273523003	6.601807917102155e-5	780	33.295	25.13	1290	39.925	34.05
PRSS3	2.192209647411786	5.29696241361813	8.401430755204543e-7	90	10.83	8.17	300	28.159999999999997	24.025
ZNF200	0.9898129711014967	2.5321484795021445	0.026979436639528134	118	2.9749999999999996	2.245	171	3.3049999999999997	2.825
CD4	0.9743247634648342	0.5425332725936791	0.6840117077652386	2	0.16499999999999998	0.125	3	0.15500000000000003	0.135
LRRC23	-0.23236760398307485	-0.6576989118414849	0.6178751220426603	144	13.635	10.295	87	6.585	5.615
HFE	-1.405513349028347	-4.224479875723055	1.0979482649128401e-4	157	8.09	6.109999999999999	44	1.7200000000000002	1.47
SCMH1	-3.0042658833440044	-9.866950458948324	2.511447683492544e-21	443	16.205	12.23	40	0.895	0.765
FYN	-1.4392380830242235	-4.23686942560229	1.0457483685024706e-4	1150	87.03999999999999	65.69	307	17.619999999999997	15.035
HIVEP2	0.7053349716675037	3.198839237606825	0.004253599299414265	1785	15.64	11.805	2110	13.585	11.59
FMO1	0.8428890422194585	0.6344211758714093	0.6319703197170344	3	0.095	0.07	4	0.14	0.12
TCEB3	0.912468821729647	4.475637599526887	3.871610326151064e-5	855	19.630000000000003	14.815	1151	20.85	17.785
LYPLA2	1.5950717672938068	7.846310939695931	8.470901092686245e-14	282	26.725	20.174999999999997	620	48.16	41.1
CLCN6	-0.8555049463149378	-2.8156151526807345	0.012875334551898026	330	10.68	8.065000000000001	130	3.5300000000000002	3.005
MRC2	-2.740102557094469	-3.14755969906964	0.00497182932463757	332	4.72	3.56	36	0.385	0.32499999999999996
NME2	0.4461379520352583	1.565134775949719	0.19434019701602762	2258	255.8	193.115	2255	181.95999999999998	155.305
TSPAN9	-1.5902641381293037	-5.022463390734037	3.2408209892870334e-6	222	8.29	6.26	52	1.525	1.3
BTBD7	0.2932431578520622	1.680531632545293	0.16005959982677342	752	14	10.57	660	9.29	7.93
APBA3	-0.11867709030029513	-0.34874728462300164	0.8024834991340446	103	4.13	3.115	68	2.015	1.72
